Site	Left	Right	Strand	Genes of transcription unit	Object ID
TU0-8644	1877278	1877532	-	G6979	TU0-8644
TU0-8645	1894552	1894731	-	G6995	TU0-8645
TU0-8646	1874078	1874182	-	G6974	TU0-8646
TU0-8647	1908925	1909164	+	G0-10454	TU0-8647
TU0-8648	2024986	2025213	+	G7046	TU0-8648
TU0-8649	2225801	2226379	+	EG12017	TU0-8649
TU0-8650	2494698	2494973	+	G7239	TU0-8650
TU0-8651	2682863	2684056	+	G7344	TU0-8651
TU0-8652	2989935	2990360	-	G7469	TU0-8652
TU0-8653	3086187	3086402	+	G7522	TU0-8653
TU0-8654	3086399	3086650	-	G7523	TU0-8654
TU0-8656	3148977	3149471	-	G7559	TU0-8656
TU0-8657	3154262	3155218	-	G7563	TU0-8657
TU0-8658	3216753	3217402	+	G7594	TU0-8658
TU0-8659	3292475	3293335	-	G7641	TU0-8659
TU0-8660	3429236	3429790	+	G7696	TU0-8660
TU0-8661	4016343	4016169	-	G7804	TU0-8661
TU0-8662	4427694	4428095	+	G7863	TU0-8662
TU0-8663	4428819	4428717	-	G7864	TU0-8663
TU0-8664	4434113	4434493	+	G7869	TU0-8664
TU0-8665	4633797	4634444	+	EG12164	TU0-8665
TU0-8666	3182433	3183323	+	EG11167	TU0-8666
TU0-8667	4259488	4260003	-	EG11929	TU0-8667
TU0-8670	916473	918131	+	G6459	TU0-8670
TU0-8671	887423	887959	+	G6444	TU0-8671
TU0-8672	890089	890466	+	G6446	TU0-8672
TU0-8673	949668	950258	+	EG12702	TU0-8673
TU0-8674	948660	949568	-	G6467	TU0-8674
TU0-8676	972622	973401	-	EG12166	TU0-8676
TU0-8677	1018459	1018937	+	EG12855	TU0-8677
TU0-8678	1006491	1007600	-	G6487	TU0-8678
TU0-8679	1021083	1021767	+	G6494	TU0-8679
TU0-8680	1027946	1028359	+	G6499	TU0-8680
TU0-8681	1030064	1030342	+	G6502	TU0-8681
TU0-8682	1092841	1094234	+	G6532	TU0-8682
TU0-8683	1146011	1146595	-	EG11438	TU0-8683
TU0-8684	1168844	1168832	-	G6569	TU0-8684
TU0-8685	1169033	1169330	+	G6570	TU0-8685
TU0-8686	1237285	1237241	-	EG11516	TU0-8686
TU0-8687	1226600	1226968	+	G6614	TU0-8687
TU0-8688	1227071	1227472	-	G6615	TU0-8688
TU0-8689	1258738	1259069	+	EG11533	TU0-8689
TU0-8690	1273246	1273599	-	EG12404	TU0-8690
TU0-8691	1273760	1275178	+	EG12405	TU0-8691
TU0-8692	1330417	1330668	-	EG12868	TU0-8692
TU0-8693	1388874	1389895	+	G6661	TU0-8693
TU0-8695	1382963	1383961	-	G6658	TU0-8695
TU0-8696	1405979	1406542	+	G6672	TU0-8696
TU0-8697	1406563	1407795	-	G6673	TU0-8697
TU0-8698	1441029	1441324	+	G0-10450	TU0-8698
TU0-8699	1440831	1440784	-	G6701	TU0-8699
TU0-8700	1495134	1495071	-	G6737	TU0-8700
TU0-8701	1499469	1500449	-	G6741	TU0-8701
TU0-8702	1504905	1506080	-	G6744	TU0-8702
TU0-8703	1533282	1533851	-	G6769	TU0-8703
TU0-8704	1620238	1621137	-	EG11639	TU0-8704
TU0-8705	1621332	1622519	+	EG11640	TU0-8705
TU0-8706	1624688	1625291	+	EG11645	TU0-8706
TU0-8707	1681695	1682030	-	G6863	TU0-8707
TU0-8708	1703268	1704308	-	G6868	TU0-8708
TU0-8709	1746202	1746127	-	G6894	TU0-8709
TU0-8710	1779328	1779301	-	G6919	TU0-8710
TU0-8712	1874323	1874798	+	G6975	TU0-8712
TU0-8713	1875600	1875576	-	G6976	TU0-8713
TU0-8714	1877657	1878740	+	G6980	TU0-8714
TU0-8715	1910276	1911649	+	G7004	TU0-8715
TU0-8716	1995717	1996088	+	EG12861	TU0-8716
TU0-8717	1989251	1989490	-	G7036	TU0-8717
TU0-8718	2029539	2030459	+	EG11141	TU0-8718
TU0-8719	2007677	2008090	-	EG11659	TU0-8719
TU0-8720	2025511	2026326	+	G7048	TU0-8720
TU0-8721	2147674	2149026	+	EG12200	TU0-8721
TU0-8722	2143266	2146583	+	EG12396	TU0-8722
TU0-8723	2137863	2139485	+	G7108	TU0-8723
TU0-8724	2149039	2150985	-	G7109	TU0-8724
TU0-8725	2151185	2151646	+	G7110	TU0-8725
TU0-8726	2243910	2244746	+	EG12026	TU0-8726
TU0-8727	2282940	2283947	-	EG12048	TU0-8727
TU0-8728	2349687	2349893	+	EG12881	TU0-8728
TU0-8729	2340417	2344169	-	EG12850	TU0-8729
TU0-8730	2364554	2364979	+	G7164	TU0-8730
TU0-8731	2383995	2385722	-	G7177	TU0-8731
TU0-8732	2387710	2388426	-	G7180	TU0-8732
TU0-8733	2448606	2449157	+	G7202	TU0-8733
TU0-8734	2495050	2495292	-	G7240	TU0-8734
TU0-8735	2526946	2527944	+	EG12376	TU0-8735
TU0-8736	2525127	2525891	+	G7256	TU0-8736
TU0-8737	2525930	2526856	-	G7257	TU0-8737
TU0-8738	2629031	2628938	-	G7314	TU0-8738
TU0-8739	2614820	2615881	-	G7310	TU0-8739
TU0-8740	2712027	2712764	-	EG11538	TU0-8740
TU0-8741	2714439	2715320	-	EG11785	TU0-8741
TU0-8742	2717491	2718528	-	EG11786	TU0-8742
TU0-8743	2715423	2716010	+	EG12445	TU0-8743
TU0-8744	2757644	2758600	-	G7359	TU0-8744
TU0-8745	2799084	2799613	+	G7399	TU0-8745
TU0-8746	2860467	2861234	-	G7416	TU0-8746
TU0-8747	2942918	2943145	-	G7453	TU0-8747
TU0-8748	3005847	3005786	-	G7488	TU0-8748
TU0-8749	3041282	3042293	+	G7511	TU0-8749
TU0-8750	3094100	3095080	-	G7526	TU0-8750
TU0-8752	3134131	3134823	+	G7552	TU0-8752
TU0-8753	3138700	3139593	+	G7553	TU0-8753
TU0-8754	3147897	3148937	+	G7558	TU0-8754
TU0-8755	3181619	3182434	-	EG11166	TU0-8755
TU0-8756	3204694	3205311	+	EG11674	TU0-8756
TU0-8757	3206380	3206256	-	EG12694	TU0-8757
TU0-8758	3172323	3172211	-	G7577	TU0-8758
TU0-8759	3389496	3390449	+	G7688	TU0-8759
TU0-8760	1404741	1405693	+	G6671	TU0-8760
TU0-8761	3374583	3376236	+	G7679	TU0-8761
TU0-8762	2976385	2976385	-	G0-8882	TU0-8762
TU0-8763	2976189	2976189	-	G0-8868	TU0-8763
TU0-8764	424337	424918	-	EG11095	TU0-8764
TU0-8765	3843910	3845730	+	EG11692	TU0-8765
TU0-8766	2365018	2365620	-	G7165	TU0-8766
TU0-8767	2947757	2949010	-	G7458	TU0-8767
TU0-8768	396363	396287	-	EG12867	TU0-8768
TU0-8769	3984352	3986007	-	EG10089	TU0-8769
TU0-8772	3544858	3544844	-	EG10122	TU0-8772
TU0-8773	3714061	3716394	-	EG10124	TU0-8773
TU0-8774	142703	142670	-	EG12319	TU0-8774
TU0-8777	1270749	1271849	-	EG11753	TU0-8777
TU0-8778	657555	657938	-	EG12209	TU0-8778
TU0-8779	1641855	1642067	+	EG12205	TU0-8779
TU0-8780	1050963	1051175	-	G6510	TU0-8780
TU0-8781	3328963	3330396	+	EG10202	TU0-8781
TU0-8782	880653	881929	+	EG10203	TU0-8782
TU0-8783	1625335	1627380	-	EG10212	TU0-8783
TU0-8784	399829	400923	-	EG10213	TU0-8784
TU0-8787	2222185	2223987	+	EG10231	TU0-8787
TU0-8788	2025313	2025313	-	G7047	TU0-8788
TU0-8789	2024635	2024823	-	G7045	TU0-8789
TU0-8790	2303905	2304393	+	EG10255	TU0-8790
TU0-8791	1243180	1243791	+	G6622	TU0-8791
TU0-8792	3412803	3413465	-	EG11741	TU0-8792
TU0-8793	243406	243303	-	G6105	TU0-8793
TU0-8794	1234916	1235698	+	EG10281	TU0-8794
TU0-8795	1447492	1449063	+	G7961	TU0-8795
TU0-8799	563848	564480	-	EG11103	TU0-8799
TU0-8800	863642	864304	+	G6428	TU0-8800
TU0-8802	3585081	3586823	-	EG10374	TU0-8802
TU0-8804	3827460	3828665	-	EG10406	TU0-8804
TU0-8805	1734162	1734101	-	EG12181	TU0-8805
TU0-8806	500015	501429	+	EG11102	TU0-8806
TU0-8807	113444	114487	+	EG10422	TU0-8807
TU0-8808	3948021	3947967	-	EG11449	TU0-8808
TU0-8809	1024438	1026525	+	EG10426	TU0-8809
TU0-881	2976569	2977630	+	EG10364	TU0-881
TU0-8810	3720448	3720600	-	G0-9613	TU0-8810
TU0-8811	2876581	2877618	+	EG10488	TU0-8811
TU0-8812	850419	851009	+	EG12117	TU0-8812
TU0-8813	1313991	1314658	+	EG11124	TU0-8813
TU0-8814	1841490	1841897	+	G6954	TU0-8814
TU0-8815	3525589	3526149	-	G7740	TU0-8815
TU0-8816	2830775	2832289	-	EG12108	TU0-8816
TU0-8817	3840017	3839993	-	EG10657	TU0-8817
TU0-8818	1534024	1534869	+	G6770	TU0-8818
TU0-8819	2290422	2291147	+	EG11527	TU0-8819
TU0-8820	3214967	3215473	-	EG12717	TU0-8820
TU0-8821	4586949	4587863	+	EG10612	TU0-8821
TU0-8822	3522826	3525448	+	EG10748	TU0-8822
TU0-8823	2441764	2443770	+	G7199	TU0-8823
TU0-8824	1437121	1437231	+	G0-8901	TU0-8824
TU0-8825	1743457	1744830	+	EG12400	TU0-8825
TU0-8826	1107784	1108941	-	G6552	TU0-8826
TU0-8827	1618941	1618908	-	EG11637	TU0-8827
TU0-8828	410144	411052	+	EG11288	TU0-8828
TU0-8829	4518527	4518802	+	G7908	TU0-8829
TU0-8830	4502103	4503431	-	G7900	TU0-8830
TU0-8831	274101	275081	-	G6134	TU0-8831
TU0-8832	3365702	3366682	-	G7672	TU0-8832
TU0-8833	3652182	3653162	-	G7769	TU0-8833
TU0-8834	1427746	1428726	-	G6693	TU0-8834
TU0-8835	2289065	2290045	-	G7150	TU0-8835
TU0-8836	3130214	3131194	+	G7548	TU0-8836
TU0-8837	564815	565978	-	EG10507	TU0-8837
TU0-8838	2012502	2012780	+	G7044	TU0-8838
TU0-8839	1405751	1405751	-	G0-8899	TU0-8839
TU0-8840	240343	240816	+	G6104	TU0-8840
TU0-8841	1909308	1910099	-	G7003	TU0-8841
TU0-8842	4560930	4561484	+	G7928	TU0-8842
TU0-8843	1269168	1269275	-	G0-9602	TU0-8843
TU0-8844	1269703	1269810	-	G0-9605	TU0-8844
TU0-8845	1270238	1270345	-	G0-9607	TU0-8845
TU0-8846	3700272	3700087	-	G0-9041	TU0-8846
TU0-8847	3819488	3821170	-	EG11334	TU0-8847
TU0-8848	1198695	1199588	+	EG10535	TU0-8848
TU0-8849	2814816	2814733	-	EG12712	TU0-8849
TU0-8855	1799763	1799749	-	EG11272 // EG10881	TU0-8855
TU0-8856	1799301	1799270	-	EG11272	TU0-8856
TU0-8862	3513697	3513638	-	EG11030	TU0-8862
TU0-8863	3982781	3984193	+	EG10090	TU0-8863
TU0-8864	1718034	1718007	-	G6879 // EG11043 // EG11487	TU0-8864
TU0-8865	1717269	1717222	-	G6879 // EG11043	TU0-8865
TU0-8867	4602177	4602097	-	EG11214 // EG10237 // EG10244 // EG11215	TU0-8867
TU0-8868	4601615	4601517	-	EG10237 // EG10244	TU0-8868
TU0-8869	4602177	4602097	-	EG10237 // EG10244 // EG11215	TU0-8869
TU0-8872	403687	404818	+	EG11257	TU0-8872
TU0-8873	533011	533826	+	G6276	TU0-8873
TU0-8874	255737	255716	-	EG10695	TU0-8874
TU0-9	2196445	2197298	+	EG11992	TU0-9
TU0-901	1116709	1116582	-	EG10464	TU0-901
TU0-921	1116772	1117859	+	EG11116	TU0-921
TU0-941	89596	107474	+	EG10265 // EG10347 // EG10339 // EG10342 // EG10214 // EG10619 // EG10623 // EG10344 // EG10620 // EG10604 // EG10622 // EG10621 // EG10341 // EG11086 // EG11085 // EG11084	TU0-941
TU0-961	1329284	1330381	+	EG10956	TU0-961
TU0-962	1329301	1330381	+	EG10956	TU0-962
TU0-963	4455728	4457158	+	EG12440	TU0-963
TU0-964	4455760	4457158	+	EG12440	TU0-964
TU0-965	4120406	4120349	-	EG11879 // EG11880	TU0-965
TU00001	4215402	4220332	+	EG10023 // EG10022 // EG10026	TU00001
TU00002	2147559	2147540	-	EG11222	TU00002
TU00003	70223	71265	+	EG10054	TU00003
TU00004	4154885	4158223	+	EG10065 // EG10064 // EG11223	TU00004
TU00005	290340	290305	-	EG10067	TU00005
TU00006	4478344	4478311	-	EG10069	TU00006
TU00007	3384677	3385173	+	EG10070	TU00007
TU00008	2741201	2741150	-	EG11039 // EG10078	TU00008
TU00009	785591	786821	+	EG10079	TU00009
TU00010	1788318	1789510	+	EG10080	TU00010
TU00011	406280	408105	+	EG10082 // EG11093 // EG10083	TU00011
TU00012	121671	121551	-	EG10084	TU00012
TU00013	809292	809257	-	EG10117	TU00013
TU00014	2246942	2246769	-	EG10155	TU00014
TU00015	2246929	2246769	-	EG10155	TU00015
TU00016	3990999	3993699	+	EG10170	TU00016
TU00017	4616679	4621659	+	EG10221 // EG10219 // EG10220 // EG10222	TU00017
TU00018	4617278	4621659	+	EG10221 // EG10219 // EG10220 // EG10222	TU00018
TU00019	940823	944896	+	EG10232 // EG10233 // EG10234	TU00019
TU00020	167442	173444	+	EG10302 // EG10304 // EG10305 // EG10303	TU00020
TU00021	3410246	3411626	+	EG11311 // EG10317	TU00021
TU00022	1399552	1399526	-	EG10325	TU00022
TU00023	4382412	4382318	-	EG10333 // EG10332 // EG10331 // EG10330	TU00023
TU00024	2241710	2241668	-	EG10365	TU00024
TU00025	792081	792055	-	EG11698 // EG10363 // EG10366 // EG10362	TU00025
TU00026	792086	792055	-	EG11698 // EG10363 // EG10366 // EG10362	TU00026
TU00027	4058222	4058034	-	EG10385 // EG10387 // EG10383	TU00027
TU00028	4056371	4056339	-	EG10385 // EG10387	TU00028
TU00029	4058107	4058034	-	EG10385 // EG10387 // EG10383	TU00029
TU00030	2352583	2356752	+	EG10391 // EG10392 // EG10393	TU00030
TU00031	3561971	3563518	+	EG10394	TU00031
TU00032	3853023	3852988	-	EG10502 // EG10494 // EG11275	TU00032
TU00033	3957867	3957820	-	EG10503	TU00033
TU00034	4133812	4136015	+	EG10511	TU00034
TU00035	728849	728821	-	G0-10439 // EG10515 // EG10514 // EG10513	TU00035
TU00036	366343	366305	-	EG10524 // EG10526 // EG10527	TU00036
TU00037	4257087	4259121	+	EG10533 // EG11491	TU00037
TU00038	4246464	4246419	-	G0-17082 // EG10556 // EG10555 // EG10554	TU00038
TU00039	3552510	3552473	-	EG10561 // EG10560	TU00039
TU00040	4341650	4341628	-	EG11230	TU00040
TU00041	4214233	4215209	+	EG10581	TU00041
TU00042	4223783	4227511	+	EG10587	TU00042
TU00043	703708	703611	-	EG10634 // EG10636 // EG10632 // EG10633	TU00043
TU00044	1279807	1286579	+	EG10638 // EG10639 // EG10641 // EG10640	TU00044
TU00045	1277932	1279348	+	G0-17088 // EG10642	TU00045
TU00046	3493987	3499201	+	EG10653 // EG10655 // EG10654 // EG10188	TU00046
TU00047	2344755	2348768	+	EG12360 // EG10660 // EG10661	TU00047
TU00048	1020191	1020053	-	EG10669	TU00048
TU00049	2312830	2312749	-	EG10670	TU00049
TU00050	987092	986982	-	EG10671	TU00050
TU00051	4158457	4159407	+	EG10681	TU00051
TU00052	401707	403601	+	EG10727 // EG11401	TU00052
TU00053	417101	419245	+	EG10728 // EG10733	TU00053
TU00054	1192686	1192631	-	EG11314 // EG11345	TU00054
TU00055	2597781	2597618	-	EG10791	TU00055
TU00056	4207627	4207532	-	EG10792 // EG10795	TU00056
TU00057	2695589	2695543	-	EG10797	TU00057
TU00058	2621153	2622872	+	EG10798 // EG10799	TU00058
TU00059	1737689	1738869	+	EG10800	TU00059
TU00060	1122643	1122607	-	EG10806	TU00060
TU00061	1004732	1005778	+	EG10807	TU00061
TU00062	2823819	2823769	-	EG10823	TU00062
TU00063	4097711	4099494	+	EG10843 // EG10842	TU00063
TU00064	4100759	4101522	+	EG10953	TU00064
TU00065	4274011	4274661	+	EG10976	TU00065
TU00066	1020947	1020919	-	EG10984	TU00066
TU00067	1323108	1323082	-	EG11024 // EG11025 // EG11026 // EG11027 // EG11028 // EG11274	TU00067
TU00068	1386692	1388301	+	EG11042	TU00068
TU00069	4273936	4273871	-	EG11061	TU00069
TU00070	813462	815547	+	EG11062	TU00070
TU00071	3997907	4000177	+	EG11064	TU00071
TU00072	2310427	2310405	-	EG10037 // EG10029	TU00072
TU00073	2309445	2309341	-	EG10037	TU00073
TU00074	638921	641318	+	EG11384 // EG11385	TU00074
TU00075	3100751	3100728	-	EG10046	TU00075
TU00076	2982208	2982182	-	EG10056	TU00076
TU00077	1333788	1334874	+	EG10184	TU00077
TU00078	2891964	2891898	-	EG10189 // EG10190 // EG10191	TU00078
TU00079	2532377	2533424	+	EG10192	TU00079
TU00080	2461205	2462646	+	EG10280	TU00080
TU00081	85600	87848	+	EG10500 // EG10499	TU00081
TU00082	553142	553100	-	EG10796 // EG10793	TU00082
TU00083	3600849	3600783	-	EG10897	TU00083
TU00084	3600863	3600783	-	EG10897	TU00084
TU00085	3888411	3891483	+	EG11276 // EG11005 // EG11006	TU00085
TU00086	260158	260100	-	EG10729	TU00086
TU00087	4267082	4268340	+	EG11040	TU00087
TU00088	1989645	1990892	+	EG11041	TU00088
TU00089	2687503	2687408	-	EG10384	TU00089
TU00090	3957912	3959445	+	EG10495	TU00090
TU00091	3553024	3555820	+	EG10562	TU00091
TU00092	1016498	1016470	-	EG10273	TU00092
TU00093	3305860	3305817	-	EG10617	TU00093
TU00094	4404664	4405985	+	EG10790	TU00094
TU00095	4414247	4415900	+	EG11811	TU00095
TU00096	3653936	3655213	+	EG11889 // EG11890	TU00096
TU00097	1037710	1041915	+	G0-10588 // EG11380 // EG11379 // EG10049	TU00097
TU00098	1986238	1986128	-	EG10059 // EG10058 // EG10057	TU00098
TU00099	412529	412481	-	EG10060	TU00099
TU00100	771170	774181	+	EG10173 // EG10174	TU00100
TU00101	451653	451610	-	EG10182 // EG10181 // EG10180 // EG10179 // EG10178	TU00101
TU00103	758586	765049	+	G0-17009 // EG10979 // EG10980 // EG10981 // EG10982	TU00103
TU00104	1688440	1688377	-	EG10356	TU00104
TU00105	1686709	1686588	-	EG10358	TU00105
TU00106	754767	754468	-	EG10402	TU00106
TU00107	1195008	1196373	+	EG10489	TU00107
TU00108	3384313	3384268	-	EG10576	TU00108
TU00109	29619	34120	+	EG10134 // EG10135	TU00109
TU00110	29551	34120	+	EG10134 // EG10135	TU00110
TU00111	3490221	3490180	-	EG10066	TU00111
TU00112	3927129	3928147	+	EG10091	TU00112
TU00113	3927031	3927003	-	EG10093	TU00113
TU00114	2323412	2327293	+	EG11672 // EG11669 // EG11670 // EG11671	TU00114
TU00115	329361	329334	-	EG10109 // EG10110 // EG10111	TU00115
TU00116	329421	331496	+	EG10112	TU00116
TU00117	809302	812947	+	EG10118 // EG10121 // EG10119 // EG10120	TU00117
TU00118	4361963	4361934	-	EG10133	TU00118
TU00119	3485953	3486792	+	EG10164	TU00119
TU00120	4436629	4436565	-	EG10160	TU00120
TU00121	710716	710646	-	EG10359	TU00121
TU00122	3569389	3569328	-	EG10380 // EG10377 // EG10379	TU00122
TU00123	4246736	4250474	+	EG10558 // EG10528 // EG10559	TU00123
TU00124	3109175	3109155	-	EG10961	TU00124
TU00125	3267093	3267065	-	G7624 // G7626 // G7627 // EG11172 // EG10991 // EG10990 // EG10989	TU00125
TU00126	2339539	2340289	+	EG11143	TU00126
TU00127	3222551	3226171	+	EG10252 // EG10253	TU00127
TU00128	2934119	2940099	+	EG10352 // EG10349 // EG10350 // EG10355 // EG10353	TU00128
TU00129	3105651	3106970	+	EG10664	TU00129
TU00130	3847198	3847167	-	EG11054	TU00130
TU00131	4341887	4344790	+	EG10577 // EG10578	TU00131
TU00132	1699313	1702129	+	EG10563 // EG10564	TU00132
TU00133	2825791	2830778	+	G8210 // EG10969 // EG10970 // EG10971 // EG10972 // EG10974 // EG10973	TU00133
TU00134	4016391	4017192	+	EG11045	TU00134
TU00135	2933854	2933688	-	EG10351 // EG10348	TU00135
TU00136	1978395	1978197	-	EG10319 // EG10320	TU00136
TU00137	3737470	3739620	+	EG11316	TU00137
TU00138	3756535	3756511	-	EG12292	TU00138
TU00139	1292958	1292922	-	EG10457	TU00139
TU00140	2339457	2339420	-	EG10423	TU00140
TU00141	3532679	3534440	+	EG10688	TU00141
TU00142	358773	361236	+	EG10176 // EG10175 // EG10177	TU00142
TU00143	358709	358690	-	EG11421	TU00143
TU00144	2543557	2543528	-	EG10193 // EG10183 // EG10198 // EG10197 // EG10195	TU00144
TU00146	2876368	2876329	-	EG10185 // EG10194 // EG10186	TU00146
TU00147	2513009	2514244	+	EG11971	TU00147
TU00148	2477821	2480530	+	EG10250 // EG10249	TU00148
TU00149	2477746	2477629	-	EG13161	TU00149
TU00150	3245002	3246522	+	EG12738	TU00150
TU00151	4516727	4516677	-	EG10290 // EG10289 // EG10288 // EG10287 // EG10286	TU00151
TU00152	4299407	4299366	-	EG10285	TU00152
TU00153	2850461	2850435	-	G7414 // EG10481 // EG10480 // EG10479 // EG10478 // EG10477 // EG10476 // EG10475 // EG10474	TU00153
TU00154	2850627	2854321	+	EG10483 // EG10484 // EG10485 // EG10486 // EG10487	TU00154
TU00155	4330320	4332004	+	EG11612	TU00155
TU00156	1277777	1277618	-	EG10643 // EG10646	TU00156
TU00157	1547372	1551991	+	EG11227 // EG11228 // EG11229	TU00157
TU00158	1165992	1167389	+	EG10649	TU00158
TU00159	4347348	4347326	-	EG10357	TU00159
TU00160	4368432	4368327	-	EG10095	TU00160
TU00161	2263597	2263495	-	EG10336 // EG10337 // G7990	TU00161
TU00162	1787161	1787112	-	EG10759	TU00162
TU00163	612667	612494	-	EG10262 // EG10293	TU00163
TU00164	624727	624510	-	EG10294	TU00164
TU00165	622234	622189	-	EG10295 // EG10298 // EG10296	TU00165
TU00166	624831	629713	+	EG10261 // EG10263 // EG10260 // EG10259 // EG11105	TU00166
TU00167	1311054	1311846	+	EG11012	TU00167
TU00168	2240566	2240348	-	EG10594 // EG10592 // EG10593	TU00168
TU00169	2177234	2177204	-	EG12417 // EG12416 // EG12415 // EG12414 // G7128 // EG12419	TU00169
TU00170	3050772	3050667	-	EG11810 // EG10371 // EG11442	TU00170
TU00171	2942639	2942567	-	EG11795	TU00171
TU00172	848047	848004	-	EG10389 // EG10388 // EG10386	TU00172
TU00173	4118161	4118090	-	EG11517 // EG10398 // EG10396	TU00173
TU00174	1795721	1795552	-	EG10440	TU00174
TU00175	963749	964173	+	EG10441	TU00175
TU00176	848950	848911	-	EG11415	TU00176
TU00177	3536685	3536584	-	EG10269 // EG10672	TU00177
TU00178	148	5086	+	EG11277 // EG10998 // EG10999 // EG11000	TU00178
TU00179	83735	83708	-	EG11575 // EG11576 // EG11577 // EG11226 // EG11280	TU00179
TU00180	1230738	1232454	+	EG11057 // EG11056	TU00180
TU00181	932328	933089	+	EG10547	TU00181
TU00182	3354509	3361940	+	EG10403 // EG10404 // EG11514	TU00182
TU00183	3599762	3599658	-	EG10539	TU00183
TU00184	3597755	3597560	-	EG10536 // EG10537 // EG10541 // EG10538 // EG10540	TU00184
TU00185	2978951	2978899	-	EG10549	TU00185
TU00186	2978950	2979956	+	EG10551	TU00186
TU00187	1699228	1699180	-	EG10557	TU00187
TU00188	4114499	4114472	-	EG10628	TU00188
TU00189	2250806	2251697	+	EG10651	TU00189
TU00190	1619093	1620207	+	EG11435 // EG11434 // EG11599	TU00190
TU00191	3152075	3153423	+	EG10583	TU00191
TU00192	2685574	2685507	-	EG10408	TU00192
TU00193	3772188	3776419	+	EG10615 // EG10616 // EG11965	TU00193
TU00194	2710357	2712042	+	EG10631	TU00194
TU00195	990414	990356	-	EG10742	TU00195
TU00196	1901933	1904746	+	EG10567 // EG10568 // EG10569	TU00196
TU00197	354884	357454	+	EG11327 // EG11326	TU00197
TU00198	1298413	1298121	-	EG10031	TU00198
TU00199	4287671	4294139	+	EG11781 // EG11945 // EG11946 // EG11947 // EG11948 // EG11949 // EG11950	TU00199
TU00200	17458	19620	+	EG11078 // EG10652	TU00200
TU00201	4325206	4325165	-	EG10725 // EG10724 // EG10723 // EG10722 // EG10721 // EG10720 // EG10719 // EG10718 // EG10717 // EG10716 // EG10715 // EG11283 // EG10714 // EG10713	TU00201
TU00202	3911568	3911525	-	EG10735 // EG10783 // EG10782 // EG10784 // EG10734	TU00202
TU00203	1262177	1261875	-	EG10774	TU00203
TU00204	3086048	3085911	-	EG10960 // EG10959	TU00204
TU00205	2634107	2634070	-	EG10420 // EG10421	TU00205
TU00206	3933322	3939219	+	EG10819 // EG10817 // EG10814 // EG10816 // EG10815 // EG10818	TU00206
TU00207	2137583	2137243	-	G7103 // G7104 // G7105 // G7106 // G7107	TU00207
TU00208	4100566	4100525	-	EG11313	TU00208
TU00209	1936376	1936314	-	EG11221	TU00209
TU00210	102867	106456	+	EG10342 // EG10339 // EG10347	TU00210
TU00211	4277423	4277383	-	EG10958	TU00211
TU00212	1058056	1062398	+	EG11815 // EG11814 // EG12195	TU00212
TU00213	4466210	4466180	-	EG11402 // EG12127	TU00213
TU00214	70075	70048	-	EG10055 // EG10052 // EG10053	TU00214
TU00215	4031013	4030971	-	EG10278 // EG10279	TU00215
TU00216	2352451	2352374	-	EG10399 // EG10401	TU00216
TU00218	4132546	4133506	+	EG10585	TU00218
TU00219	4097472	4097448	-	EG11866 // EG11867 // EG11868	TU00219
TU00220	4632704	4633144	+	EG11029	TU00220
TU00221	4354805	4354717	-	EG10553	TU00221
TU00222	1301085	1306768	+	EG10674 // EG10675 // EG10676 // EG10677 // EG10678	TU00222
TU00223	1896809	1898331	+	EG10930	TU00223
TU00224	3058456	3058410	-	EG10944	TU00224
TU00225	3792577	3792551	-	EG10993 // EG10512	TU00225
TU00226	4154897	4154847	-	EG11286	TU00226
TU00227	1934713	1934604	-	EG10256 // EG10257	TU00227
TU00228	3577645	3577592	-	EG12631 // EG12629	TU00228
TU00229	3546405	3547875	+	EG12380	TU00229
TU00230	208411	209580	+	EG11647	TU00230
TU00231	3405140	3407302	+	EG10275 // EG10276	TU00231
TU00232	2434015	2433926	-	EG10217	TU00232
TU00233	485698	485619	-	EG11703 // EG11704	TU00233
TU00234	3413702	3418177	+	EG10266 // EG10267	TU00234
TU00235	4340556	4340521	-	EG11501	TU00235
TU00236	4393677	4404304	+	EG11757 // EG11758 // EG11363 // EG11281 // EG10595 // EG10438 // EG10437 // EG10436 // EG10435	TU00236
TU00237	118703	120135	+	EG10041 // EG10042	TU00237
TU00238	1850860	1852528	+	EG11135 // EG10045	TU00238
TU00239	3648512	3650662	+	EG12235 // EG12236 // EG12237	TU00239
TU00240	903769	903734	-	EG11627 // EG11626 // EG11625 // EG11624	TU00240
TU00241	2839429	2842414	+	EG10086 // EG10085	TU00241
TU00242	2838254	2839264	-	EG10087	TU00242
TU00243	3922525	3922440	-	EG10100 // EG10101 // EG10104 // EG10098 // EG10105 // EG10103 // EG10102 // EG10099 // EG10106	TU00243
TU00244	2162876	2164998	+	EG11617 // EG11618	TU00244
TU00245	4332181	4333950	-	EG11614 // EG11615	TU00245
TU00246	1792809	1795152	-	EG10128 // EG10129 // EG10127	TU00246
TU00247	42037	41931	-	EG12608 // EG11557 // EG11558 // EG11559 // EG11560 // EG11561	TU00247
TU00248	1821726	1821619	-	EG12198 // EG10144 // EG10143 // EG10142 // EG10141 // EG10140	TU00248
TU00249	1272119	1273202	+	EG12402 // EG12403	TU00249
TU00250	4448402	4449042	+	EG11250 // EG12096	TU00250
TU00251	456577	458755	+	EG10158 // EG10159	TU00251
