bnumber	rank	strand	begin	end
b2666	2633	-	2796869	2797028
b2667	2634	+	2797210	2797510
b2668	2635	+	2797519	2798044
b2669	2636	-	2798090	2798495
b2670	2637	+	2799163	2799613
b2671	2638	-	2799649	2799994
b2672	2639	+	2800145	2800475
b2673	2640	+	2800722	2800968
b2674	2641	+	2800964	2801375
b2675	2642	+	2801347	2803492
b2676	2643	+	2803501	2804461
b2677	2644	+	2804814	2806017
b2678	2645	+	2806009	2807074
b2679	2646	+	2807131	2808124
b2682	2647	+	2809616	2810354
b2683	2648	+	2810343	2810679
b2684	2649	+	2810769	2811300
b2685	2650	+	2811426	2812599
b2686	2651	+	2812615	2814154
b2687	2652	-	2814217	2814733
b2688	2653	-	2814882	2816439
b2689	2654	-	2816511	2816940
b2690	2655	-	2816936	2817503
b2696	2656	-	2818960	2819146
b2697	2657	-	2819380	2822011
b2698	2658	-	2822138	2822639
b2699	2659	-	2822707	2823769
b2700	2660	-	2823848	2824346
b2701	2661	-	2824490	2825576
b2702	2662	+	2825831	2826395
b2703	2663	+	2826391	2827351
b2704	2664	+	2827361	2827733
b2705	2665	+	2827736	2828516
b2706	2666	+	2828620	2828980
b2707	2667	+	2829046	2829820
b2708	2668	+	2829812	2830778
b2709	2669	-	2830774	2832289
b2710	2670	+	2832475	2833915
b2711	2671	+	2833911	2835045
b2712	2672	-	2835172	2837425
b2713	2673	-	2837577	2838105
b2714	2674	-	2838253	2839264
b2715	2675	+	2839523	2840981
b2716	2676	+	2840989	2842414
b2717	2677	-	2842572	2843043
b2718	2678	-	2843035	2843446
b2719	2679	-	2843442	2844210
b2720	2680	-	2844209	2844752
b2721	2681	-	2844761	2846471
b2722	2682	-	2846488	2847412
b2723	2683	-	2847414	2849241
b2724	2684	-	2849237	2849849
b2725	2685	-	2849973	2850435
b2726	2686	+	2850646	2850997
b2727	2687	+	2851000	2851873
b2728	2688	+	2851863	2852136
b2729	2689	+	2852135	2853257
b2730	2690	+	2853253	2854264
b2731	2691	+	2854337	2856416
b2732	2692	-	2856452	2856806
b2733	2693	+	2857092	2859654
b2734	2694	+	2859759	2860416
b2735	2695	-	2860466	2861234
b2736	2696	+	2861429	2862338
b2737	2697	+	2862334	2863501
b2738	2698	+	2863592	2864231
b2739	2699	+	2864235	2865012
b2740	2700	+	2865100	2866465
b2741	2701	-	2866558	2867551
b2742	2702	-	2867613	2868753
b2743	2703	-	2868892	2869519
b2744	2704	-	2869512	2870274
b2745	2705	-	2870254	2871304
b2746	2706	-	2871300	2871780
b2747	2707	-	2871779	2872490
b2748	2708	-	2872508	2872820
b2749	2709	-	2873013	2873337
b2750	2710	-	2873386	2873992
b2751	2711	-	2873991	2875419
b2752	2712	-	2875420	2876329
b2753	2713	+	2876580	2877618
b2754	2714	-	2878568	2878853
b2755	2715	-	2878854	2879772
b2756	2716	-	2879787	2880387
b2757	2717	-	2880373	2881048
b2758	2718	-	2881050	2882142
b2759	2719	-	2882154	2882637
b2760	2720	-	2882629	2884138
b2761	2721	-	2884552	2887219
b2762	2722	-	2887577	2888312
b2763	2723	-	2888386	2890099
b2764	2724	-	2890098	2891898
b2765	2725	+	2892213	2892579
b2766	2726	+	2892656	2893928
b2767	2727	+	2893918	2894179
b2768	2728	+	2894195	2894771
b2769	2729	-	2894918	2895779
b2770	2730	-	2895775	2896555
b2771	2731	-	2896532	2897870
b4463	2732	-	2897963	2899418
b2774	2733	-	2899487	2900273
b2775	2734	+	2900591	2901869
b2776	2735	+	2901895	2903374
b2777	2736	-	2904746	2905418
b4682	2737	+	2905556	2905697
b2778	2738	+	2905710	2906583
b2779	2739	-	2906642	2907941
b2780	2740	-	2908028	2909666
b2781	2741	-	2909893	2910685
b2782	2742	-	2910755	2911091
b2783	2743	-	2911090	2911339
b2784	2744	-	2911416	2913651
b2785	2745	-	2913698	2915000
b2786	2746	+	2915056	2917813
b2787	2747	-	2918044	2919385
b2788	2748	-	2919405	2920746
b2789	2749	-	2920747	2922100
b2790	2750	-	2922534	2922984
b2791	2751	-	2923001	2923784
b2792	2752	-	2923783	2924113
b2793	2753	-	2924734	2925280
b2794	2754	+	2925347	2926196
b2795	2755	+	2926307	2927672
b2796	2756	+	2928228	2929518
b2797	2757	+	2929575	2930943
b2798	2758	+	2931054	2931810
b2799	2759	-	2931864	2933013
b2800	2760	-	2933040	2933688
b2801	2761	+	2934234	2935551
b2802	2762	+	2935583	2937359
b2803	2763	+	2937467	2938886
b2804	2764	+	2938887	2939310
b2805	2765	+	2939367	2940099
b2806	2766	-	2940142	2941243
b2807	2767	-	2941235	2941631
b2808	2768	-	2941649	2942567
b2809	2769	-	2942917	2943145
b2810	2770	+	2943336	2944542
b2811	2771	+	2944541	2944985
b2812	2772	-	2945035	2945842
b2813	2773	-	2946080	2947178
b2817	2774	-	2947756	2949010
b2818	2775	+	2949241	2950573
b2819	2776	-	2950634	2952461
b2820	2777	-	2952460	2956003
b2821	2778	-	2955995	2958884
b2822	2779	-	2959059	2962428
b2823	2780	-	2962440	2962764
b2824	2781	-	2962748	2963156
b2825	2782	-	2963152	2963716
b2826	2783	-	2963706	2964177
b2827	2784	-	2964360	2965155
b2828	2785	-	2965161	2966037
b2829	2786	-	2966187	2968434
b2830	2787	-	2968446	2968977
b4610	2788	-	2969329	2969476
b2831	2789	+	2969661	2970351
b2832	2790	+	2970419	2971133
b2833	2791	+	2971270	2971489
b2834	2792	+	2971596	2972637
b2835	2793	-	2972668	2973862
b2836	2794	-	2973854	2976014
b2837	2795	+	2976598	2977630
b2838	2796	-	2977636	2978899
b2839	2797	+	2979020	2979956
b2840	2798	-	2979942	2980635
b2841	2799	-	2980763	2982182
b2842	2800	-	2982496	2983258
b2843	2801	-	2983287	2984124
b2844	2802	-	2984410	2985592
b2845	2803	+	2985846	2987076
b2846	2804	+	2987535	2988168
b2847	2805	+	2988501	2989311
b2848	2806	+	2989303	2989786
b4683	2807	-	2989818	2989899
b2849	2808	-	2989934	2990360
b2851	2809	+	2991267	2991759
b2852	2810	+	2992093	2993470
b2853	2811	+	2993637	2993856
b2860	2812	-	2996371	2997277
b2861	2813	-	2997234	2997600
b2863	2814	-	2998033	2998828
b2865	2815	-	2999135	2999891
b2866	2816	+	3000344	3002603
b2867	2817	+	3002613	3003492
b2868	2818	+	3003488	3003968
b2869	2819	-	3004007	3005786
b2870	2820	+	3006261	3007452
b2871	2821	+	3007509	3008706
b2872	2822	+	3008763	3009975
b2873	2823	+	3010027	3011413
b2874	2824	+	3011460	3012393
b2875	2825	-	3012613	3014239
b2876	2826	-	3014286	3015057
b2877	2827	+	3015159	3015738
b2878	2828	+	3016059	3019158
b2879	2829	+	3019160	3020489
b2880	2830	+	3020539	3021319
b2881	2831	+	3021315	3024186
b2882	2832	+	3024350	3025751
b2883	2833	+	3025765	3027085
b4464	2834	+	3027120	3028488
b2886	2835	-	3028523	3029012
b2887	2836	-	3029011	3030931
b2888	2837	+	3031366	3032815
b4684	2838	+	3032816	3032942
b4753	2839	-	3032938	3033010
b2889	2840	+	3033064	3033613
b2890	2841	-	3033656	3035174
b2891	2842	-	3036207	3036282
b2892	2843	-	3036372	3038106
b2893	2844	-	3038111	3038822
b2894	2845	-	3038846	3039743
b2895	2846	+	3039854	3040376
b2896	2847	-	3040415	3040823
b2897	2848	-	3040803	3041070
b2898	2849	+	3041312	3042293
b2899	2850	-	3042488	3043148
b2900	2851	-	3043311	3043623
b2901	2852	+	3043661	3045101
b2902	2853	-	3045157	3045901
b2903	2854	-	3046167	3049041
b2904	2855	-	3049159	3049549
b2905	2856	-	3049572	3050667
b4754	2857	+	3050957	3051041
b2906	2858	-	3051114	3052317
b2907	2859	-	3052339	3053518
b2908	2860	-	3053514	3054840
b2909	2861	-	3054865	3055444
b2910	2862	+	3055611	3055941
b2912	2863	+	3056240	3056789
b4665	2864	-	3056889	3056949
b2913	2865	-	3057177	3058410
b2914	2866	-	3058665	3059325
b2916	2867	+	3059752	3060646
b2917	2868	+	3060849	3062994
b2918	2869	+	3062986	3063982
b2919	2870	+	3063992	3064778
b2920	2871	+	3064801	3066280
b2921	2872	-	3066276	3067173
b2922	2873	-	3067339	3068080
b2923	2874	-	3068172	3068808
b2924	2875	-	3068946	3069807
b2925	2876	-	3070164	3071244
b2926	2877	-	3071458	3072622
b2927	2878	-	3072671	3073691
b2928	2879	-	3073975	3074689
b2929	2880	-	3074685	3075195
b2930	2881	-	3075216	3076182
b4465	2882	-	3076178	3077456
b2933	2883	-	3077470	3078859
b2934	2884	-	3078886	3079330
b2935	2885	-	3079643	3081635
b2936	2886	+	3081912	3082671
b2937	2887	-	3082876	3083797
b2938	2888	-	3083934	3085911
b2939	2889	-	3085919	3086051
b4784	2890	-	3086144	3086288
b2940	2891	+	3086186	3086402
b2941	2892	-	3086398	3086650
b2942	2893	+	3086705	3087860
b2943	2894	+	3088283	3089678
b2944	2895	+	3089754	3090252
b2945	2896	+	3090346	3091054
b2946	2897	+	3091133	3091865
b2947	2898	+	3091877	3092828
b2948	2899	+	3092936	3093500
b2949	2900	+	3093499	3093916
b2950	2901	-	3094099	3095080
b2951	2902	+	3095097	3095802
b2952	2903	+	3095819	3096386
b2953	2904	+	3096382	3096673
b2954	2905	+	3096680	3097274
b2955	2906	+	3097266	3098403
b2956	2907	-	3098557	3099565
b2957	2908	-	3099681	3100728
b2958	2909	-	3100903	3101623
b2959	2910	-	3101806	3102133
b2960	2911	-	3102132	3102852
b2961	2912	+	3103012	3104065
b2962	2913	+	3104092	3104368
b2963	2914	+	3104432	3105512
b2964	2915	+	3105713	3106970
b2965	2916	-	3107019	3109155
b4785	2917	-	3109316	3109400
b2966	2918	+	3109552	3110260
b2968	2919	-	3110589	3111126
b2969	2920	-	3111127	3111988
b4786	2921	+	3111265	3111325
b2970	2922	-	3112053	3113049
b2971	2923	-	3113066	3113477
b2972	2924	-	3113542	3114352
b4466	2925	-	3114549	3119112
b2975	2926	-	3119596	3121279
b2976	2927	-	3121633	3123805
b2977	2928	-	3123826	3124231
b4467	2929	-	3124235	3125459
b4468	2930	-	3125469	3126522
b2979	2931	-	3126521	3128021
b2980	2932	+	3128271	3129036
b2981	2933	-	3129042	3130215
b2982	2934	+	3130213	3131194
b2983	2935	-	3131340	3132408
b2984	2936	-	3132453	3133212
b2985	2937	-	3133243	3133957
b2986	2938	+	3134130	3134823
b2987	2939	-	3134871	3136371
b2988	2940	-	3136662	3138522
b2989	2941	+	3138726	3139593
b2990	2942	-	3139715	3139964
b2991	2943	-	3139976	3140318
b2992	2944	-	3140310	3140799
b2993	2945	-	3140791	3141286
b2994	2946	-	3141285	3142989
b2995	2947	-	3142985	3144164
b2996	2948	-	3144153	3145140
b2997	2949	-	3145142	3146261
b2998	2950	-	3146449	3146737
b4755	2951	-	3147596	3147740
b3001	2952	+	3147896	3148937
b3002	2953	-	3148976	3149471
b3003	2954	+	3149661	3150546
b3005	2955	-	3150817	3151243
b3006	2956	-	3151249	3151984
b3008	2957	+	3152235	3153423
b3009	2958	+	3153562	3154222
b3010	2959	-	3154261	3155218
b3011	2960	+	3155354	3156518
b3012	2961	+	3156622	3157450
b3013	2962	+	3157649	3158576
b3014	2963	+	3158626	3158884
b4469	2964	-	3158926	3161146
b3017	2965	-	3161256	3162669
b3018	2966	-	3162743	3163481
b3019	2967	-	3163714	3165973
b3020	2968	-	3166110	3167718
b3021	2969	-	3167850	3168246
b3022	2970	-	3168247	3168544
b3023	2971	-	3168748	3169231
b3024	2972	-	3169283	3169676
b3025	2973	+	3169827	3170487
b3026	2974	+	3170483	3171833
b3027	2975	-	3171878	3172211
b3028	2976	+	3172529	3173111
b3029	2977	+	3173141	3173456
b3030	2978	-	3173503	3175396
b3031	2979	-	3175424	3176006
b3032	2980	-	3176005	3176833
b3033	2981	-	3176857	3177280
b3034	2982	-	3177280	3177910
b3035	2983	+	3178114	3179596
b3037	2984	+	3179743	3180415
b3038	2985	+	3180420	3181581
b3039	2986	-	3181618	3182434
b3040	2987	+	3182549	3183323
b4756	2988	-	3183380	3183551
b3041	2989	-	3183812	3184466
b3042	2990	+	3184839	3185130
b3043	2991	+	3185413	3185965
b3046	2992	+	3186024	3186095
b3044	2993	+	3186186	3186552
b3045	2994	+	3186509	3187415
b3047	2995	+	3189880	3190630
b3048	2996	+	3190631	3191696
b3049	2997	-	3191738	3191939
b3050	2998	+	3192207	3192837
b3051	2999	+	3192863	3194525
b4664	3000	+	3194765	3194825
b4666	3001	+	3195140	3195200
b3052	3002	-	3195319	3196753
b3053	3003	-	3196800	3199641
b3054	3004	-	3199663	3200965
b3055	3005	+	3201206	3201827
b3056	3006	+	3201890	3203129
b3057	3007	-	3203309	3204131
b3058	3008	-	3204220	3204589
b3059	3009	+	3204693	3205311
b3060	3010	-	3205323	3206256
b3061	3011	+	3206462	3207374
b3062	3012	+	3207370	3207976
b3063	3013	+	3208023	3209487
b3064	3014	-	3209529	3210543
b3065	3015	+	3210780	3210996
b3066	3016	+	3211106	3212852
b3067	3017	+	3213046	3214888
b3068	3018	-	3214966	3215473
b3070	3019	-	3215726	3216491
b3071	3020	+	3216778	3217402
b3072	3021	-	3217555	3219076
b3073	3022	+	3219493	3220873
b3074	3023	-	3220914	3221247
b3075	3024	+	3221465	3222449
b3076	3025	+	3222632	3225725
b3077	3026	+	3225721	3226171
b3078	3027	+	3226233	3227667
b3079	3028	+	3227800	3228871
b3080	3029	+	3228887	3231239
b3081	3030	+	3231664	3233683
b3082	3031	-	3233727	3234144
b3083	3032	-	3234140	3234455
b3084	3033	-	3234738	3235875
b3085	3034	+	3235959	3236463
b3086	3035	+	3236539	3237232
b3087	3036	+	3237310	3238297
b3088	3037	+	3238579	3239545
b3089	3038	+	3239943	3241188
b3090	3039	-	3241192	3241744
b3091	3040	-	3241826	3243314
b3092	3041	-	3243328	3244741
b3093	3042	+	3245223	3246522
b3094	3043	+	3246651	3247428
b4787	3044	+	3247667	3247751
b3095	3045	+	3247772	3248435
b3096	3046	+	3248438	3248822
b3097	3047	+	3248968	3249337
b3098	3048	+	3249374	3249680
b3099	3049	+	3249682	3250087
b3100	3050	+	3250076	3250376
b3101	3051	+	3250561	3250954
b3102	3052	+	3251023	3252010
b3103	3053	+	3252303	3252669
b3104	3054	+	3252910	3253267
b3105	3055	-	3253317	3254214
b3106	3056	+	3254318	3255020
b3107	3057	+	3255042	3255207
b4470	3058	-	3255340	3256651
b3110	3059	-	3256678	3258010
b4471	3060	-	3258284	3259649
b3113	3061	-	3259720	3260110
b3114	3062	-	3260123	3262418
b3115	3063	-	3262451	3263660
b3116	3064	-	3263685	3265017
b3117	3065	-	3265038	3266028
b3118	3066	-	3266126	3267065
b3119	3067	+	3267379	3267598
b3120	3068	+	3267853	3268393
b3121	3069	+	3268414	3269602
b3124	3070	-	3270624	3271770
b3125	3071	-	3271866	3272751
b3126	3072	-	3272786	3273557
b3127	3073	-	3273572	3274907
b3128	3074	+	3275281	3276853
b3129	3075	+	3277001	3277337
b3130	3076	+	3277336	3277801
b3131	3077	-	3277855	3278665
b3132	3078	+	3278913	3280194
b3133	3079	+	3280216	3280690
b3136	3080	+	3281975	3283130
b3137	3081	+	3283142	3284003
b3138	3082	+	3284169	3284646
b3139	3083	+	3284684	3285488
b3140	3084	+	3285477	3286269
b3141	3085	+	3286269	3287025
b3142	3086	+	3287425	3288010
b3143	3087	+	3288089	3288785
b3144	3088	+	3288813	3291330
b3145	3089	+	3291340	3292432
b3146	3090	-	3292474	3293335
b3147	3091	+	3293399	3295436
b3148	3092	+	3295393	3295789
b3149	3093	+	3295808	3296399
b3150	3094	+	3296408	3296984
b3151	3095	-	3297097	3298138
b3152	3096	-	3298210	3298846
b3153	3097	+	3298973	3299492
b3154	3098	-	3299471	3299915
b3155	3099	+	3299965	3300268
b3156	3100	-	3300254	3300758
b3157	3101	-	3300751	3301276
b3158	3102	+	3301484	3302480
b3159	3103	+	3302488	3303367
b3160	3104	+	3303447	3304455
b3161	3105	-	3304572	3305817
b3162	3106	-	3305970	3307860
b4685	3107	-	3307852	3307933
b3163	3108	-	3308039	3308924
b3164	3109	-	3309032	3311168
b3165	3110	-	3311414	3311684
b3166	3111	-	3311832	3312777
b3167	3112	-	3312776	3313178
b3168	3113	-	3313341	3316014
b3168	3114	-	3313341	3315543
b3168	3115	-	3313341	3315522
b3169	3116	-	3316038	3317526
b3170	3117	-	3317553	3318006
b3172	3118	+	3318636	3319980
b3173	3119	-	3319987	3321613
b3175	3120	-	3322172	3322505
b3176	3121	-	3322732	3324070
b3177	3122	-	3324062	3324911
b3178	3123	-	3325000	3326935
b3179	3124	-	3327034	3327664
b3180	3125	+	3327789	3328083
b3181	3126	-	3328238	3328715
b3182	3127	+	3328962	3330396
b3183	3128	-	3330581	3331754
b3184	3129	-	3331769	3332735
b3185	3130	-	3332861	3333119
b3186	3131	-	3333139	3333451
b3187	3132	+	3333709	3334681
b3188	3133	+	3334908	3335187
b3189	3134	-	3335234	3336494
b3190	3135	-	3336548	3336803
b3191	3136	-	3336962	3337256
b3192	3137	-	3337255	3337891
b3193	3138	-	3337909	3338461
b3194	3139	-	3338465	3339248
b3195	3140	-	3339255	3340065
b3196	3141	+	3340274	3341252
b3197	3142	+	3341265	3342252
b3198	3143	+	3342272	3342839
b3199	3144	+	3342835	3343411
b3200	3145	+	3343379	3343937
b3201	3146	+	3343943	3344669
b3202	3147	+	3344716	3346150
b3203	3148	+	3346172	3346460
b3204	3149	+	3346577	3347069
b3205	3150	+	3347114	3347969
b3206	3151	+	3347965	3348238
b3207	3152	+	3348451	3349084
b3208	3153	-	3349080	3349809
b3209	3154	-	3349805	3350459
b3210	3155	-	3350688	3353025
b3211	3156	-	3353120	3354050
b3212	3157	+	3354724	3359185
b3213	3158	+	3359197	3360616
b3214	3159	+	3361175	3361940
b3215	3160	+	3362111	3362786
b3216	3161	+	3362806	3365188
b4569	3162	+	3365184	3365555
b3218	3163	-	3365701	3366682
b3219	3164	+	3366925	3367642
b3220	3165	+	3367826	3368954
b3221	3166	-	3369013	3369478
b3222	3167	-	3369474	3370350
b3223	3168	-	3370346	3371036
b3224	3169	-	3371083	3372574
b3225	3170	-	3372682	3373576
b3226	3171	-	3373697	3374489
b3227	3172	+	3374868	3376236
b3228	3173	-	3376278	3376776
b3229	3174	-	3376781	3377420
b3230	3175	-	3377814	3378207
b3231	3176	-	3378222	3378651
b3232	3177	-	3378869	3379997
b3233	3178	+	3380190	3380589
b3234	3179	+	3380742	3382110
b3235	3180	+	3382199	3383267
b3236	3181	-	3383329	3384268
b3237	3182	+	3384702	3385173
b3238	3183	+	3385537	3385801
b3239	3184	-	3385856	3386129
b3240	3185	-	3386220	3388188
b3241	3186	-	3388193	3389126
b3242	3187	-	3389133	3389337
b3243	3188	+	3389519	3390449
b3244	3189	-	3390582	3392028
b4472	3190	-	3392457	3396258
b3247	3191	-	3396325	3397795
b3248	3192	-	3397784	3398378
b3249	3193	-	3398386	3398875
b3250	3194	-	3398874	3399978
b3251	3195	-	3400043	3401087
b3252	3196	-	3401391	3403332
b3253	3197	+	3403483	3404458
b3255	3198	+	3405435	3405906
b3256	3199	+	3405916	3407266
b3257	3200	+	3407374	3407617
b3258	3201	+	3407606	3409058
b3259	3202	+	3409069	3409951
b3260	3203	+	3410279	3411245
b3261	3204	+	3411270	3411567
b3262	3205	+	3411652	3412537
b3263	3206	+	3412620	3412800
b3264	3207	-	3412802	3413465
b3265	3208	+	3413863	3415021
b3266	3209	+	3415032	3418137
b3267	3210	+	3418389	3418611
b3269	3211	+	3420133	3421315
b3270	3212	+	3421324	3422428
b3271	3213	+	3422435	3423194
b3279	3214	+	3429235	3429790
b3280	3215	-	3429765	3430023
b3281	3216	-	3430019	3430838
b3282	3217	-	3430842	3431415
b3283	3218	-	3431419	3431962
b3284	3219	-	3431990	3432464
b4473	3220	-	3432435	3433560
b3287	3221	+	3433689	3434199
b3288	3222	+	3434213	3435161
b3289	3223	+	3435206	3436496
b3290	3224	+	3436517	3437894
b3291	3225	+	3438023	3438434
b4550	3226	-	3438430	3438649
b3292	3227	-	3438704	3439130
b3293	3228	-	3439140	3439509
b3294	3229	-	3439615	3439999
b3295	3230	-	3440039	3441029
b3296	3231	-	3441054	3441675
b3297	3232	-	3441708	3442098
b3298	3233	-	3442114	3442471
b3299	3234	-	3442617	3442734
b3300	3235	-	3442765	3444097
b3301	3236	-	3444104	3444539
b3302	3237	-	3444542	3444722
b3303	3238	-	3444725	3445229
b3304	3239	-	3445243	3445597
b3305	3240	-	3445606	3446140
b3306	3241	-	3446152	3446545
b3307	3242	-	3446578	3446884
b3308	3243	-	3446898	3447438
b3309	3244	-	3447452	3447767
b3310	3245	-	3447777	3448149
b3311	3246	-	3448313	3448568
b3312	3247	-	3448567	3448759
b3313	3248	-	3448758	3449169
b3314	3249	-	3449181	3449883
b3315	3250	-	3449900	3450233
b3316	3251	-	3450247	3450526
b3317	3252	-	3450542	3451364
b3318	3253	-	3451381	3451684
b3319	3254	-	3451680	3452286
b3320	3255	-	3452296	3452926
b3321	3256	-	3452958	3453270
b3322	3257	-	3453507	3453927
b3323	3258	-	3453928	3455398
b3324	3259	+	3455577	3456393
b3325	3260	+	3456376	3458329
b3326	3261	+	3458338	3459820
b3327	3262	+	3459816	3461013
b3328	3263	+	3461022	3461460
b3329	3264	+	3461467	3461977
b3330	3265	+	3461973	3462351
b3331	3266	+	3462343	3462931
b3332	3267	+	3462923	3463907
b3333	3268	+	3463921	3465085
b3334	3269	+	3465081	3465543
b3335	3270	+	3465542	3466220
b3336	3271	-	3466248	3466725
b3337	3272	-	3466796	3466991
b3338	3273	-	3467159	3469853
b3339	3274	-	3470144	3471329
b3340	3275	-	3471399	3473514
b3341	3276	-	3473541	3474081
b3342	3277	-	3474177	3474552
b3343	3278	-	3474677	3474965
b3344	3279	-	3474972	3475332
b3345	3280	-	3475331	3475718
b3346	3281	-	3475717	3476440
b3347	3282	-	3476606	3477419
b3348	3283	+	3477639	3477858
b3349	3284	-	3477906	3478497
b4551	3285	-	3478591	3478792
b3350	3286	-	3478801	3480607
b3351	3287	-	3480606	3481161
b3352	3288	+	3481288	3483202
b3353	3289	+	3483201	3484224
b3354	3290	+	3484217	3484436
b3355	3291	+	3484489	3485359
b3356	3292	-	3485413	3485818
b3357	3293	+	3486119	3486752
b3358	3294	+	3486790	3488893
b3359	3295	-	3488959	3490180
b4820	3296	-	3490131	3490185
b3360	3297	-	3490265	3490829
b3361	3298	-	3490860	3491463
b3362	3299	-	3491452	3491620
b3363	3300	-	3491724	3492297
b3364	3301	+	3492567	3493749
b3365	3302	+	3494010	3496554
b3366	3303	+	3496550	3496877
b3367	3304	+	3497002	3497809
b3368	3305	+	3497827	3499201
b3369	3306	+	3499447	3499615
b3370	3307	+	3499909	3501247
b3371	3308	+	3501267	3502290
b4474	3309	+	3502339	3503170
b3374	3310	+	3503166	3503952
b3375	3311	+	3504051	3504783
b3376	3312	-	3504934	3506020
b3377	3313	-	3506031	3507336
b3378	3314	-	3507347	3507701
b3379	3315	-	3507711	3508590
b3380	3316	-	3508586	3509813
b3381	3317	-	3509812	3510976
b3382	3318	-	3511059	3511422
b3383	3319	-	3511438	3512344
b3384	3320	-	3512633	3513638
b3385	3321	-	3513630	3514389
b3386	3322	-	3514381	3515059
b3387	3323	-	3515076	3515913
b3388	3324	-	3516019	3517306
b3389	3325	-	3517397	3518486
b3390	3326	-	3518542	3519064
b3391	3327	-	3519464	3520703
b3392	3328	-	3520614	3521019
b3393	3329	-	3521008	3521449
b3394	3330	-	3521432	3521972
b3395	3331	-	3521971	3522751
b3396	3332	+	3522870	3525423
b3397	3333	-	3525588	3526149
b3398	3334	+	3526468	3528604
b3399	3335	+	3528668	3529337
b3400	3336	+	3529347	3529749
b3401	3337	+	3529773	3530652
b3402	3338	-	3530714	3532439
b3403	3339	+	3532817	3534440
b3404	3340	-	3534515	3535868
b3405	3341	-	3535864	3536584
b3406	3342	+	3536811	3537288
b3407	3343	+	3537384	3539706
b3408	3344	+	3540162	3540390
b3409	3345	+	3540406	3542728
b3410	3346	+	3542727	3542964
b3411	3347	+	3543166	3544045
b3412	3348	-	3544073	3544844
b3413	3349	+	3544881	3545565
b3414	3350	+	3545623	3546199
b3415	3351	+	3546558	3547875
b3416	3352	-	3547985	3550070
b3417	3353	-	3550079	3552473
b3418	3354	+	3553084	3555790
b4475	3355	-	3555832	3556849
b3421	3356	-	3556852	3558079
b3422	3357	+	3558267	3559866
b3424	3358	-	3560621	3561452
b3425	3359	-	3561496	3561823
b3426	3360	+	3562012	3563518
b3427	3361	-	3563723	3564005
b3428	3362	-	3564133	3566581
b3429	3363	-	3566599	3568033
b3430	3364	-	3568032	3569328
b3431	3365	-	3569345	3571319
b3432	3366	-	3571315	3573502
b4788	3367	-	3573659	3573701
b4789	3368	-	3573678	3573708
b3433	3369	-	3573774	3574878
b3434	3370	+	3575070	3575664
b4476	3371	-	3575720	3577061
b3437	3372	-	3577064	3577592
b3438	3373	-	3577730	3578726
b3439	3374	-	3578949	3579645
b3440	3375	-	3579767	3580805
b3441	3376	+	3581137	3581626
b3442	3377	+	3581862	3583041
b3443	3378	+	3583037	3583427
b3444	3379	+	3583482	3583758
b3445	3380	+	3583676	3584180
b4612	3381	+	3584403	3584559
b3446	3382	+	3584758	3585043
b3447	3383	-	3585080	3586823
b3448	3384	+	3586942	3587383
b3449	3385	-	3587369	3588113
b3450	3386	-	3588109	3589180
b3451	3387	-	3589181	3590027
b3452	3388	-	3590023	3590911
b3453	3389	-	3591008	3592325
b3454	3390	-	3592723	3593437
b3455	3391	-	3593438	3594206
b3456	3392	-	3594202	3595480
b3457	3393	-	3595476	3596403
b3458	3394	-	3596450	3597560
b3459	3395	+	3597983	3598367
b3460	3396	-	3598554	3599658
b3461	3397	-	3599928	3600783
b3462	3398	-	3601027	3602086
b3463	3399	-	3602078	3602747
b3464	3400	-	3602749	3604243
b3465	3401	+	3604392	3604989
b3466	3402	+	3604978	3605248
b3467	3403	-	3605250	3605610
b3468	3404	+	3605750	3606377
b3469	3405	+	3606450	3608649
b3470	3406	-	3608750	3608996
b3471	3407	+	3609216	3609882
b3472	3408	+	3609954	3610512
b3473	3409	-	3610515	3611733
b3474	3410	+	3611864	3612914
b3475	3411	+	3612968	3613556
b3476	3412	+	3613666	3615241
b3477	3413	+	3615240	3616185
b3478	3414	+	3616181	3617015
b3479	3415	+	3617014	3617779
b3480	3416	+	3617775	3618582
b3481	3417	+	3618587	3618989
b3482	3418	+	3619191	3623427
b3483	3419	+	3623398	3623782
b3484	3420	+	3624377	3625514
b3485	3421	-	3625678	3626803
b3486	3422	-	3626802	3629538
b3487	3423	-	3629534	3630602
b4790	3424	-	3630664	3630778
b3488	3425	-	3630967	3632590
b3491	3426	+	3634840	3635893
b3492	3427	-	3636207	3637410
b3493	3428	+	3637641	3639141
b3494	3429	-	3639384	3639720
b3495	3430	+	3640110	3640545
b4791	3431	-	3640611	3640686
b4792	3432	-	3640642	3640696
b3496	3433	+	3640861	3642331
b3497	3434	-	3642379	3643132
b3498	3435	-	3643139	3645182
b3499	3436	+	3645384	3646227
b3500	3437	+	3646298	3647651
b4613	3438	-	3647704	3647788
b3501	3439	+	3648527	3648881
b3502	3440	+	3648934	3650224
b3503	3441	+	3650236	3650662
b3504	3442	+	3651290	3652036
b3505	3443	-	3652181	3653162
b3506	3444	+	3653960	3654527
b3507	3445	+	3654682	3655213
b3508	3446	-	3655254	3655902
b3509	3447	-	3655965	3656292
b3510	3448	-	3656407	3656740
b3511	3449	+	3656994	3657567
b3512	3450	+	3658365	3658893
b3513	3451	+	3659231	3660389
b3514	3452	+	3660413	3663527
b3515	3453	-	3663889	3664618
b3516	3454	-	3664985	3665810
